minutes,volume,vcd,glutamin,glucose,DO,c_O2,oxygen,product
0.0,45.0,0.5,7.0,12.0,80.0,0.0002688,0.0,0.0
2.0,45.0,0.5003604704543198,6.999900673437809,11.999800758096153,80.00234853137229,0.0002688078910654109,0.0,0.00010003604266889113
4.0,45.0,0.5007212035955648,6.999801275276764,11.99960137256385,80.00469362744983,0.0002688157705882314,0.0,0.00020014420569418887
6.0,45.0,0.5010821996127928,6.999701805464703,11.999401843298443,80.00703528730337,0.0002688236385653393,0.0,0.00030032454163218185
8.0,45.0,0.5014434586951918,6.999602263949427,11.999202170195213,80.00937351000255,0.0002688314949936085,0.0,0.0004005771030769833
10.0,45.0,0.5018049810320807,6.9995026506787,11.999002353149361,80.01170829461584,0.0002688393398699092,0.0,0.0005009019426605571
12.0,45.0,0.5021667668129092,6.999402965600247,11.998802392056016,80.01403964021063,0.0002688471731911077,0.0,0.0006012991130527442
14.0,45.0,0.5025288162272576,6.999303208661756,11.998602286810229,80.01636754585309,0.00026885499495406636,0.0,0.0007017686669612881
16.0,45.0,0.5028911294648376,6.9992033798108775,11.998402037306978,80.01869201060829,0.00026886280515564385,0.0,0.000802310657131862
18.0,45.0,0.5032537067154917,6.999103478995226,11.998201643441163,80.02101303354014,0.00026887060379269487,0.0,0.0009029251363480941
20.0,45.0,0.5036165481691935,6.999003506162374,11.998001105107612,80.02333061371142,0.00026887839086207037,0.0,0.0010036121574315945
22.0,45.0,0.5039796540160479,6.998903461259862,11.997800422201072,80.02564475018376,0.0002688861663606174,0.0,0.0011043717732419811
24.0,45.0,0.5043430244462911,6.998803344235188,11.997599594616219,80.02795544201764,0.00026889393028517927,0.0,0.0012052040366769057
26.0,45.0,0.5047066596502905,6.998703155035813,11.997398622247651,80.0302626882724,0.00026890168263259525,0.0,0.0013061090006720806
28.0,45.0,0.5050705598185451,6.998602893609164,11.997197504989892,80.03256648800621,0.00026890942339970083,0.0,0.001407086718201305
30.0,45.0,0.5054347251416854,6.998502559902626,11.996996242737387,80.03486684027611,0.00026891715258332773,0.0,0.0015081372422764904
32.0,45.0,0.5057991558104736,6.998402153863547,11.99679483538451,80.03716374413801,0.0002689248701803037,0.0,0.0016092606259476882
34.0,45.0,0.5061638520158034,6.998301675439239,11.996593282825552,80.03945719864664,0.0002689325761874527,0.0,0.0017104569223031151
36.0,45.0,0.5065288139487003,6.998201124576974,11.996391584954736,80.04174720285562,0.00026894027060159485,0.0,0.00181172618446918
38.0,45.0,0.5068940418003217,6.998100501223988,11.996189741666203,80.04403375581735,0.0002689479534195463,0.0,0.0019130684656105095
40.0,45.0,0.507259535761957,6.997999805327476,11.99598775285402,80.04631685658315,0.00026895562463811936,0.0,0.0020144838189299756
42.0,45.0,0.5076252960250277,6.997899036834599,11.995785618412178,80.04859650420315,0.00026896328425412257,0.0,0.0021159722976687207
44.0,45.0,0.507991322781087,6.997798195692477,11.99558333823459,80.05087269772633,0.0002689709322643605,0.0,0.002217533955106185
46.0,45.0,0.5083576162218207,6.997697281848194,11.995380912215097,80.05314543620055,0.00026897856866563385,0.0,0.0023191688445601327
48.0,45.0,0.5087241765390467,6.997596295248795,11.99517834024746,80.05541471867248,0.0002689861934547395,0.0,0.0024208770193866786
50.0,45.0,0.5090910039247151,6.997495235841286,11.994975622225363,80.05768054418763,0.00026899380662847043,0.0,0.0025226585329803136
52.0,45.0,0.5094580985709086,6.997394103572637,11.994772758042416,80.05994291179039,0.0002690014081836157,0.0,0.0026245134387739323
54.0,45.0,0.5098254606698425,6.9972928983897775,11.99456974759215,80.06220182052398,0.00026900899811696055,0.0,0.002726441790238859
56.0,45.0,0.5101930904138643,6.997191620239601,11.994366590768024,80.06445726943045,0.00026901657642528626,0.0,0.0028284436408848746
58.0,45.0,0.5105609879954546,6.997090269068962,11.994163287463415,80.0667092575507,0.0002690241431053703,0.0,0.002930519044260242
60.0,45.0,0.5109291536072265,6.996988844824676,11.993959837571627,80.06895778392446,0.0002690316981539862,0.0,0.0030326680539517347
62.0,45.0,0.511297587441926,6.996887347453522,11.993756240985885,80.07120284759037,0.00026903924156790364,0.0,0.0031348907235846605
64.0,45.0,0.511666289692432,6.9967857769022395,11.99355249759934,80.07344444758583,0.0002690467733438884,0.0,0.003237187106822891
66.0,45.0,0.5120352605517564,6.99668413311753,11.993348607305064,80.07568258294711,0.0002690542934787023,0.0,0.003339557257368887
68.0,45.0,0.5124045002130442,6.9965824160460555,11.993144569996053,80.07791725270933,0.00026906180196910334,0.0,0.003442001228963724
70.0,45.0,0.5127740088695734,6.996480625634443,11.992940385565225,80.08014845590642,0.0002690692988118456,0.0,0.00354451907538712
72.0,45.0,0.5131437867147554,6.996378761829278,11.992736053905421,80.0823761915712,0.00026907678400367923,0.0,0.0036471108504574625
74.0,45.0,0.5135138339421349,6.996276824577108,11.992531574909407,80.08460045873527,0.0002690842575413505,0.0,0.0037497766080318343
76.0,45.0,0.5138841507453901,6.996174813824443,11.99232694846987,80.0868212564291,0.0002690917194216018,0.0,0.0038525164020060407
78.0,45.0,0.5142547373183324,6.996072729517755,11.992122174479421,80.089038583682,0.0002690991696411715,0.0,0.003955330286314635
80.0,45.0,0.514625593854907,6.995970571603476,11.991917252830595,80.09125243952211,0.0002691066081967943,0.0,0.004058218314930948
82.0,45.0,0.5149967205491928,6.995868340028002,11.991712183415846,80.09346282297638,0.0002691140350852006,0.0,0.0041611805418671115
84.0,45.0,0.515368117595402,6.995766034737687,11.991506966127552,80.09566973307064,0.0002691214503031173,0.0,0.004264217021174087
